16,7;0:00.040;a cpu;30,8;0:00.050;d cpu;7,7;0:00.020;g cpu;28,6;0:00.050;j cpu
100;0:00.160;b time;100;0:00.190;e time;7,7;0:00.030;h time;78,6;0:00.160;k time
75;0:00.250;LEFT;35,7;0:00.240;LEFT;7,7;0:00.040;LEFT;100;0:00.320;LEFT
100;0:00.370;PARDUS;28,6;0:00.280;PARDUS;38,5;0:00.090;UBUNTU;64,7;0:00.430;UBUNTU
75;0:00.460;GPOS;100;0:00.420;RTOS;15,4;0:00.110;GPOS;92,9;0:00.560;RTOS
100;0:00.580;;85,7;0:00.540;;7,1;0:00.120;;100;0:00.700;
92,3;0:00.700;;85,7;0:00.660;;46,2;0:00.180;;107,1;0:00.850;
100;0:00.820;;100;0:00.800;;69,2;0:00.270;;93,3;0:00.990;
100;0:00.940;;100;0:00.940;;64,3;0:00.360;;92,9;0:01.120;
84,6;0:01.050;;100;0:01.080;;64,3;0:00.450;;78,6;0:01.230;
75;0:01.140;;92,9;0:01.210;;100;0:00.590;;71,4;0:01.330;
83,3;0:01.240;;100;0:01.340;;92,9;0:00.720;;57,1;0:01.410;
58,3;0:01.310;;73,3;0:01.450;;100;0:00.860;;100;0:01.550;
92,3;0:01.430;;30,8;0:01.490;;100;0:01.000;;50;0:01.630;
109,1;0:01.550;;92,3;0:01.610;;78,6;0:01.110;;7,1;0:01.640;
100;0:01.670;;100;0:01.750;;21,4;0:01.140;;7,1;0:01.650;
92,3;0:01.790;;107,7;0:01.890;;61,5;0:01.220;;6,7;0:01.660;
58,3;0:01.860;;85,7;0:02.010;;50;0:01.290;;7,1;0:01.670;
25;0:01.890;;85,7;0:02.130;;14,3;0:01.310;;7,1;0:01.680;
7,7;0:01.900;;30,8;0:02.170;;28,6;0:01.350;;7,1;0:01.690;
8,3;0:01.910;;6,7;0:02.180;;7,7;0:01.360;;6,2;0:01.700;
8,3;0:01.920;;7,7;0:02.190;;92,3;0:01.480;;6,2;0:01.710;
7,7;0:01.930;;7,7;0:02.200;;66,7;0:01.580;;6,2;0:01.720;
8,3;0:01.940;;7,1;0:02.210;;7,1;0:01.590;;7,1;0:01.730;
7,7;0:01.950;;7,1;0:02.220;;13,3;0:01.610;;7,1;0:01.740;
7,7;0:01.960;;7,1;0:02.230;;6,2;0:01.620;;7,1;0:01.750;
8,3;0:01.970;;23,1;0:02.260;;7,7;0:01.630;;7,1;0:01.760;
16,7;0:01.990;;7,7;0:02.270;;6,7;0:01.640;;6,7;0:01.770;
7,7;0:02.000;;7,7;0:02.280;;7,1;0:01.650;;7,1;0:01.780;
